GeneSymbol	Mov10_kd_2	Mov10_kd_3	Mov10_oe_1	Mov10_oe_2	Mov10_oe_3	Irrel_kd_1	Irrel_kd_2	Irrel_kd_3
ALK	1	0	0	1	0	1	2	1
ALKBH1	1246	728	704	673	372	763	614	522
ALKBH2	818	472	644	616	324	570	464	447
ALKBH3	1107	642	859	783	482	736	618	498
ALKBH4	843	482	493	509	247	594	499	434
ALKBH5	9311	5467	5295	5281	2691	6575	5533	4374
ALKBH6	671	405	529	537	267	555	507	336
ALKBH7	474	280	367	397	170	372	328	268
ALKBH8	1574	895	880	725	512	950	855	608
ALLC	8	4	6	2	1	2	3	3
ALMS1	1873	1190	1780	1348	987	1507	1401	1010
ALMS1P	4	2	9	5	2	4	3	4
ALOX12	1	0	0	0	1	1	0	0
ALOX12B	23	14	23	29	20	21	20	16
ALOX12P2	0	0	1	2	2	0	1	1
ALOX15	17	9	6	10	4	2	3	5
ALOX15B	16	4	10	8	3	18	5	6
ALOX15P1	45	22	44	22	9	19	17	16
ALOX5	43	30	67	88	47	25	26	16
ALOX5AP	1	0	4	0	0	3	1	1
ALOXE3	24	10	16	26	11	17	16	16
ALPI	1	0	0	0	0	1	0	0
ALPK1	365	205	356	348	192	302	246	200
ALPK2	5	9	30	28	16	16	15	17
ALPK3	74	34	116	75	38	70	58	40
ALPL	154	96	146	145	74	130	101	88
ALPP	1	0	0	0	0	1	0	0
ALPPL2	3	1	2	2	2	2	4	1
ALS2	2428	1498	1719	1549	964	1679	1450	1129
ALS2CL	82	79	145	160	80	81	72	65
ALS2CR11	8	7	6	2	6	6	6	3
ALS2CR12	35	17	16	15	6	27	11	25
ALS2CR8	369	233	405	332	253	257	227	184
ALX1	332	217	228	227	145	193	161	147
ALX3	0	0	0	1	0	0	0	0
ALX4	601	360	456	434	258	568	458	373
ALYREF	5427	2986	3172	3470	1976	4308	3792	3010
AMACR	134	84	119	114	48	98	96	77
AMBN	44	39	42	37	17	74	49	29
AMBP	1	0	0	0	0	1	0	1
AMBRA1	2679	1498	1667	1574	899	1604	1331	1065
AMD1	8772	4947	6343	6085	3802	5088	4294	3195
AMDHD1	33	18	40	33	31	17	22	14
AMDHD2	367	202	249	222	136	312	262	221
AMELX	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0
AMFR	2611	1552	2012	1844	1131	1900	1601	1331
AMH	2431	1535	984	1031	525	1510	1138	1035
AMHR2	116	56	121	108	47	100	89	90
AMICA1	1	3	2	1	5	2	3	0
AMIGO1	148	77	90	94	58	107	82	55
AMIGO2	141	100	214	231	144	155	127	92
AMIGO3	535	254	198	180	92	300	285	224
AMMECR1	1699	977	1847	1544	1083	2193	1840	1315
AMMECR1L	3029	1844	1919	1806	1066	2113	1736	1349
AMN	1	1	0	0	1	0	0	0
AMN1	267	141	378	332	204	261	225	172
AMOT	29091	18380	27769	24609	15273	32970	28754	21992
AMOTL1	3389	2085	3384	3188	1877	3185	2832	2185
AMOTL2	1416	863	1073	1014	522	855	753	568
AMPD1	17	12	7	11	2	17	17	7
AMPD2	1986	1215	1744	1730	907	1270	1035	854
AMPD3	192	136	237	210	128	198	201	137
AMPH	415	224	311	296	185	305	243	214
AMT	40	28	65	60	40	23	22	22
AMTN	0	0	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	0	1	0	0
AMY2B	291	165	334	247	161	214	222	177
AMZ1	1	0	3	0	0	0	0	0
AMZ2	4386	2592	3321	2926	1746	3496	2954	2639
AMZ2P1	692	393	683	663	410	562	450	387
ANAPC1	3340	1917	2000	1837	1127	1891	1659	1184
ANAPC10	585	357	491	439	295	381	322	257
ANAPC11	2310	1303	1416	1537	724	1583	1181	985
ANAPC13	3025	1625	2085	1880	1120	1994	1570	1233
ANAPC16	3700	2236	2437	2158	1246	2520	2189	1656
ANAPC2	1397	832	836	824	434	831	703	577
ANAPC4	1543	926	1029	886	575	953	873	652
ANAPC5	6210	3517	4332	4070	2203	4704	3985	3127
ANAPC7	4875	2903	2940	2560	1513	3475	2919	2203
ANG	55	23	89	75	37	63	50	33
ANGEL1	1851	1210	1471	1396	790	1483	1253	982
ANGEL2	2539	1488	1488	1311	863	2003	1879	1249
ANGPT1	1	1	15	15	5	6	8	2
ANGPT2	23	16	7	8	3	19	23	15
ANGPT4	0	0	0	0	0	0	0	0
ANGPTL1	4	0	3	4	1	3	4	3
ANGPTL2	39	27	14	22	13	11	9	8
ANGPTL3	0	0	0	0	0	0	0	0
ANGPTL4	3	3	4	2	0	2	1	0
ANGPTL5	0	0	1	0	0	0	0	0
ANGPTL6	15	14	12	19	7	13	11	5
ANGPTL7	0	0	0	0	0	0	0	0
ANK1	139	66	127	111	56	66	74	44
ANK2	1538	1057	1720	1574	918	1059	972	793
ANK3	1622	988	1815	1564	1068	1817	1528	1133
ANKAR	190	126	167	130	86	131	139	85
ANKDD1A	31	18	39	38	28	28	22	22
ANKFN1	1	1	1	1	1	3	0	0
ANKFY1	5435	3026	3276	2865	1713	3362	3003	2296
ANKH	2872	1707	2189	2177	1147	2185	1836	1425
ANKHD1	684	387	491	443	249	384	345	254
ANKHD1-EIF4EBP3	76	37	49	48	30	52	45	38
ANKIB1	2766	1637	1709	1455	964	1784	1525	1117
ANKK1	10	7	3	5	2	2	0	1
ANKLE1	75	42	49	62	32	49	58	39
ANKLE2	4547	2672	3015	2825	1685	3369	2721	2169
ANKMY1	305	184	173	173	78	230	181	140
ANKMY2	990	542	820	710	450	713	592	452
ANKRA2	907	522	837	791	472	644	536	448
ANKRD1	389	166	133	106	65	89	80	57
ANKRD10	1683	974	957	923	543	1107	950	815
ANKRD11	4043	2656	2574	2367	1394	2827	2437	2001
ANKRD12	1062	702	967	839	642	826	703	541
ANKRD13A	2491	1379	1500	1397	796	1487	1233	962
ANKRD13B	1314	838	972	976	496	1022	831	741
ANKRD13C	2281	1386	1717	1548	1093	1614	1305	1037
ANKRD13D	578	370	508	482	221	482	435	316
ANKRD16	251	170	206	226	137	204	183	145
ANKRD17	8899	5313	6689	5751	3607	5482	4994	3803
ANKRD18A	224	139	225	222	137	133	96	78
ANKRD18B	204	106	185	143	99	111	135	78
ANKRD18DP	79	52	70	45	25	41	42	29
ANKRD19P	1350	858	1171	1267	599	973	934	765
ANKRD2	3	0	1	3	2	7	2	2
ANKRD20A1	0	0	0	0	0	0	0	0
ANKRD20A11P	1	0	0	0	0	0	0	1
ANKRD20A2	0	0	0	0	0	0	0	0
ANKRD20A3	1	0	0	0	0	0	0	0
ANKRD20A4	16	6	12	8	13	9	8	4
ANKRD20A5P	92	53	108	100	71	71	48	43
ANKRD20A8P	28	20	58	42	26	15	20	12
ANKRD20A9P	106	58	90	78	60	86	81	61
ANKRD22	1	1	2	4	1	6	1	3
ANKRD23	225	152	182	159	125	224	186	159
ANKRD24	148	81	105	89	60	57	57	42
ANKRD26	1210	762	824	695	546	730	703	463
ANKRD26P1	20	4	13	9	5	21	10	17
ANKRD26P3	0	0	0	1	0	2	2	1
ANKRD27	1925	1130	1614	1571	894	1285	1166	911
ANKRD28	3413	2073	3193	2845	1805	2833	2406	1889
ANKRD29	36	24	66	67	25	43	39	34
ANKRD30A	1	0	1	0	0	0	0	0
ANKRD30B	2	2	0	0	0	1	1	0
ANKRD30BL	2	3	3	1	0	1	0	0
ANKRD30BP2	0	0	0	0	0	0	0	0
ANKRD31	93	81	56	41	40	48	41	34
ANKRD32	1879	1150	1408	1305	897	1339	1199	885
ANKRD33	3	2	6	8	0	4	5	5
ANKRD33B	2615	1634	2313	2193	1374	2008	1865	1460
ANKRD34A	233	143	206	181	107	173	172	138
ANKRD34B	89	56	163	147	96	101	69	67
ANKRD34C	3	0	0	1	0	0	0	1
ANKRD35	3	3	5	2	2	2	5	1
ANKRD36	415	244	343	275	185	238	214	167
ANKRD36B	154	105	148	125	84	102	80	63
ANKRD36BP1	0	0	1	0	0	1	0	0
ANKRD36BP2	5	2	3	4	0	1	5	7
ANKRD37	203	154	151	185	88	147	107	102
ANKRD39	362	252	299	322	164	382	333	247
ANKRD40	6833	3796	3996	3597	2096	4546	3824	2786
ANKRD42	232	149	193	185	94	168	139	103
ANKRD44	285	188	275	269	166	215	212	153
ANKRD45	5	3	8	2	3	8	5	2
ANKRD46	1322	829	926	832	555	836	699	586
ANKRD49	1155	674	867	751	496	834	707	539
ANKRD5	581	337	451	423	240	609	535	409
ANKRD50	2451	1416	2173	1827	1245	1441	1215	919
ANKRD52	9419	5391	4325	4020	2114	3944	3265	2743
ANKRD53	21	7	4	4	1	8	9	2
ANKRD54	1118	675	741	773	400	914	747	601
ANKRD55	0	0	1	5	2	0	1	1
ANKRD6	1959	1148	1491	1348	762	1459	1376	1033
ANKRD62P1-PARP4P3	0	4	2	0	0	1	1	0
ANKRD63	30	13	31	21	7	14	18	14
ANKRD65	13	6	15	12	5	5	6	13
ANKRD7	19	10	23	18	18	14	6	5
ANKRD9	556	365	443	492	221	421	401	298
ANKS1A	3252	1864	1882	1813	953	2032	1670	1380
ANKS1B	48	32	57	48	29	44	48	39
ANKS3	636	374	403	386	212	415	343	249
ANKS4B	1	0	1	0	0	3	2	1
ANKS6	1984	1216	1470	1380	735	1421	1293	1065
ANKUB1	0	0	0	0	1	1	0	0
ANKZF1	1155	812	1025	1006	573	1010	892	814
ANLN	6940	4043	5729	5180	3427	4938	4519	3225
ANO1	16	12	25	29	19	19	20	21
ANO10	1000	593	832	810	459	845	733	554
ANO2	94	53	52	63	37	60	56	46
ANO3	0	0	0	0	2	0	0	0
ANO4	110	61	112	122	72	85	89	52
ANO5	1147	764	1055	983	655	976	813	614
ANO6	2823	1702	2183	1947	1258	1916	1705	1235
ANO7	106	74	100	103	43	108	90	71
ANO8	569	377	650	655	346	448	411	370
ANO9	0	0	2	1	2	1	0	0
ANP32A	8595	5032	5890	5520	3116	6418	5609	4368
ANP32A-IT1	6	3	26	17	11	7	11	7
ANP32AP1	1785	1089	1186	1087	676	1379	1167	860
ANP32B	7848	4833	5833	5507	3215	6078	5054	3917
ANP32C	874	595	659	573	380	770	560	449
ANP32D	89	55	54	64	27	82	55	55
ANP32E	8082	4720	8330	7095	5036	8779	7717	5584
ANPEP	28	17	28	27	9	16	11	12
ANTXR1	1688	1028	1802	1606	891	1747	1521	1122
ANTXR2	825	574	899	787	522	646	569	440
ANTXRL	0	0	0	0	0	0	0	0
ANXA1	245	158	310	289	210	240	188	134
ANXA10	0	0	0	0	0	0	1	0
ANXA11	2147	1271	1985	2026	949	2062	1874	1326
ANXA13	0	0	0	0	0	0	0	0
ANXA2	1274	785	787	726	318	845	616	539
ANXA2P1	141	102	66	88	41	85	71	67
ANXA2P2	3872	2284	2285	2196	1237	2349	1981	1678
ANXA2P3	104	48	66	65	37	53	47	41
ANXA3	244	150	344	342	203	364	344	263
ANXA4	568	324	566	493	241	358	323	258
ANXA5	9297	5538	6425	5883	3677	4826	4187	3179
ANXA6	3653	2250	3334	3142	1591	2810	2474	1911
ANXA7	3464	2023	2213	2068	1182	2139	1731	1430
ANXA8	0	0	0	0	0	0	0	0
ANXA8L1	0	0	0	0	0	0	0	0
ANXA8L2	0	0	0	0	0	0	0	0
ANXA9	23	8	18	16	17	18	11	14
AOAH	2	1	2	2	0	1	1	3
AOC2	617	317	375	339	170	328	294	218
AOC3	267	174	190	130	88	160	139	104
AOC4	3	6	1	7	3	5	4	3
AOX1	10	7	7	1	1	5	3	4
AOX2P	1	0	0	1	0	3	1	0
AP1AR	1537	918	1455	1323	855	1288	1090	856
AP1B1	6891	3808	3969	3811	1977	5026	4221	3222
AP1B1P1	2	0	0	2	0	2	0	0
AP1G1	5625	3204	3367	2901	1804	3756	3197	2487
AP1G2	1004	704	754	819	330	780	649	619
AP1M1	3942	2127	2247	2232	1128	2617	2051	1716
AP1M2	4	1	8	7	3	6	2	2
AP1S1	1559	1003	1287	1238	614	1539	1218	926
AP1S2	2133	1318	1675	1494	902	1159	972	702
AP1S3	1015	605	925	741	505	902	773	551
AP2A1	3571	2042	2513	2565	1261	2574	2275	1763
AP2A2	4119	2273	2441	2351	1168	2658	2207	1728
AP2B1	13746	8155	9493	8375	4529	10978	9295	7267
AP2M1	12574	7150	6695	6513	3184	7136	6096	4693
AP2S1	5609	3065	3528	3545	1559	4258	3394	2829
AP3B1	3583	2035	2460	2215	1371	2729	2324	1755
AP3B2	325	165	161	126	77	115	109	86
AP3D1	11717	6905	6711	6391	3319	7675	6732	5397
AP3M1	5905	3441	4029	3606	2268	4464	3848	2835
AP3M2	1055	701	1054	981	571	1081	1030	749
AP3S1	2419	1362	1648	1530	830	1608	1438	967
AP3S2	207	92	92	107	78	122	116	85
AP4B1	1126	657	893	845	479	756	639	498
AP4E1	1351	785	907	684	511	938	840	663
AP4M1	407	239	344	349	178	297	284	199
AP4S1	556	309	227	186	100	295	258	219
AP5B1	917	576	855	828	462	751	625	536
APAF1	3111	1897	2030	1731	1105	1843	1724	1294
APBA1	179	98	175	160	99	156	143	91
APBA2	976	559	676	703	354	674	646	479
APBA3	468	272	345	380	174	350	280	227
APBB1	2134	1326	1855	1923	881	1892	1531	1272
APBB1IP	1	3	6	0	2	1	4	3
APBB2	1460	840	1442	1289	807	1056	877	676
APBB3	867	564	711	703	345	784	678	586
APC	3108	2003	3271	2683	1861	2698	2452	1818
APC2	131	55	51	37	39	49	34	27
APCDD1	107	63	137	139	78	107	73	71
APCDD1L	1	0	0	0	0	0	0	1
APCS	0	0	0	0	0	0	0	0
APEH	1650	1076	2053	2023	1044	1352	1182	929
APEX1	6032	3495	3391	3156	1546	4650	3750	3018
APEX2	1293	730	867	802	394	969	809	660
APH1A	7815	4509	4325	4077	2002	4982	4264	3393
APH1B	615	376	520	423	264	464	437	314
API5	6887	4032	4185	3631	2351	4796	4130	2987
APIP	628	447	684	613	371	626	463	352
APITD1	560	308	355	307	189	414	343	244
APITD1-CORT	4	2	0	1	2	2	7	3
APLF	172	117	147	127	80	120	96	87
APLN	23	23	22	29	17	26	13	14
APLNR	4	0	6	5	2	1	6	2
APLP1	576	410	669	650	301	595	467	398
APLP2	19879	11791	10598	9118	5454	6506	5035	4109
APOA1	6	2	3	12	1	1	6	4
APOA1BP	3261	1842	2355	2330	1070	2504	2066	1699
APOA2	2	0	4	2	2	0	0	1
APOA4	1	0	0	0	0	0	0	0
APOA5	0	0	0	1	0	0	0	0
APOB	1	0	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0	0	0
APOBEC2	1	0	0	0	0	0	0	0
APOBEC3A	0	0	0	0	0	0	0	0
APOBEC3B	212	112	159	162	81	130	104	78
APOBEC3C	911	567	686	603	293	567	503	385
APOBEC3D	75	37	93	95	44	62	64	60
APOBEC3F	364	227	389	357	193	277	231	212
APOBEC3G	47	28	94	99	55	46	37	36
APOBEC3H	36	14	21	11	16	9	7	7
APOBEC4	0	0	0	0	0	0	0	0
APOBR	20	9	12	17	10	13	6	5
APOC1	325	235	293	285	187	210	181	168
APOC1P1	19	9	15	10	9	9	10	8
APOC2	0	0	0	0	0	0	0	0
APOC3	0	0	0	0	0	0	0	0
APOC4	0	0	0	0	0	0	0	0
APOC4-APOC2	1	0	0	0	0	0	0	0
APOD	7	8	19	17	3	11	11	15
APOE	144	80	110	86	52	51	64	60
APOF	0	0	0	0	0	0	1	0
APOH	0	0	1	1	0	0	0	0
APOL1	0	0	1	2	0	1	0	0
APOL2	721	458	569	556	297	529	440	339
APOL3	0	0	2	2	0	0	1	2
APOL4	2	1	0	1	1	3	4	1
APOL5	0	0	0	0	0	0	0	0
APOL6	8	2	17	12	11	7	13	3
APOLD1	388	227	406	387	228	298	256	208
APOM	103	45	64	53	29	42	35	24
APOO	385	217	472	440	216	446	363	248
APOOL	2341	1381	1613	1546	982	1544	1358	986
APOPT1	766	442	641	598	365	650	506	385
APP	10702	6767	9314	8196	5063	7439	5748	4662
APPBP2	3263	1921	2332	1960	1272	2266	1932	1432
APPL1	4646	2786	3223	2716	1784	3033	2831	2035
APPL2	1254	763	1033	886	592	842	759	641
APRT	2428	1467	1735	1953	951	1564	1305	1063
APTX	794	481	843	792	468	833	699	529
AQP1	39	17	24	23	8	9	8	4
AQP10	8	9	20	8	11	17	9	7
AQP11	33	25	26	38	17	30	21	22
AQP12A	0	0	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0	0	0
AQP2	0	0	0	0	0	0	0	0
AQP3	132	111	181	169	73	142	110	103
AQP4	57	49	105	98	90	77	70	57
AQP5	0	0	0	3	0	0	0	0
AQP6	23	22	25	22	11	18	16	8
AQP7	1	2	0	1	0	2	1	3
AQP7P1	0	0	1	0	0	0	2	0
AQP7P3	0	0	0	0	0	0	0	0
AQP8	2	1	2	0	1	0	2	2
AQP9	0	0	1	0	0	0	0	0
AQPEP	26	12	7	11	9	9	4	14
AQR	2701	1556	1600	1458	967	1543	1355	976
AR	18	11	22	12	7	12	14	5
ARAF	2797	1679	1702	1783	894	1854	1479	1199
ARAP1	2344	1449	1723	1733	868	1713	1511	1182
ARAP2	634	415	624	524	388	492	456	345
ARAP3	265	169	380	405	206	159	172	162
ARC	593	296	165	169	112	249	191	141
ARCN1	14488	8313	8696	8171	4965	10163	8955	6495
AREG	1	0	1	1	1	0	0	1
ARF1	18914	11395	15445	15471	8044	14733	12800	10068
ARF3	7586	4466	4801	4442	2335	5316	4456	3603
ARF4	5044	3059	4306	4019	2383	3424	2983	2225
ARF5	4209	2594	2577	2752	1404	3312	2798	2102
ARF6	5024	2826	3860	3579	2251	3521	2978	2308
ARFGAP1	2712	1644	1969	1992	1128	1810	1518	1278
ARFGAP2	2833	1600	1721	1604	918	1987	1596	1320
ARFGAP3	1897	1291	2007	1773	1194	1559	1356	1012
ARFGEF1	2146	1299	1569	1343	876	1395	1262	931
ARFGEF2	3763	2145	2229	1971	1191	2730	2449	1843
ARFIP1	2008	1101	1246	1141	765	902	772	495
ARFIP2	3653	2046	2022	1925	946	2605	2086	1681
ARFRP1	636	397	513	431	259	569	475	407
ARG1	0	0	0	0	0	0	0	0
ARG2	1064	654	1233	1229	737	999	853	631
ARGFX	1	0	0	0	0	0	0	0
ARGFXP2	0	0	0	0	0	0	0	0
ARGLU1	3949	2494	3623	3480	2075	3173	2665	2144
ARHGAP1	1251	697	955	967	443	998	832	641
ARHGAP10	933	531	564	495	334	645	486	435
ARHGAP11A	3892	2331	2794	2441	1719	2786	2488	1857
ARHGAP11B	196	126	179	128	94	123	115	73
ARHGAP12	1116	739	935	815	514	1013	912	637
ARHGAP15	0	0	0	0	0	1	0	0
ARHGAP17	2900	1724	1673	1452	805	1947	1649	1272
ARHGAP18	774	479	638	589	392	432	367	226
ARHGAP19	1897	1139	1621	1418	930	1304	1083	871
ARHGAP19-SLIT1	4	3	4	4	1	3	2	1
ARHGAP20	354	236	521	489	302	347	311	232
ARHGAP21	2730	1629	2038	1891	1253	1930	1649	1225
ARHGAP22	324	224	317	266	164	287	255	226
ARHGAP23	94	69	182	171	89	103	115	86
ARHGAP24	208	109	189	200	113	158	157	94
ARHGAP25	5	5	16	9	3	9	7	5
ARHGAP26	1192	629	834	686	458	728	597	466
ARHGAP27	985	536	573	553	304	711	657	541
ARHGAP28	806	526	707	625	414	607	543	405
ARHGAP29	2235	1379	1707	1568	1019	1834	1673	1176
ARHGAP30	17	11	18	11	6	9	3	6
ARHGAP31	261	141	328	266	176	210	232	150
ARHGAP32	1374	894	1431	1229	750	1060	1026	810
ARHGAP33	574	332	569	589	287	684	571	516
ARHGAP35	4983	2919	3523	3072	1843	3601	3127	2478
ARHGAP36	10	5	11	5	5	9	7	4
ARHGAP39	1066	633	686	673	358	722	646	516
ARHGAP4	157	99	74	66	31	52	33	44
ARHGAP40	3	5	6	10	3	3	6	6
ARHGAP42	399	246	315	291	253	285	258	195
ARHGAP44	810	510	712	701	412	607	561	448
ARHGAP5	5122	3003	3898	3454	2575	3472	3186	2271
ARHGAP5-AS1	227	152	154	161	104	161	132	94
ARHGAP6	9	6	11	9	7	10	14	6
ARHGAP8	10	2	7	3	0	8	3	5
ARHGAP9	12	6	11	6	6	1	6	2
ARHGDIA	18325	10381	10819	11279	5191	13771	11267	8982
ARHGDIB	10	3	8	5	3	11	13	10
ARHGDIG	225	134	232	224	101	176	134	127
ARHGEF1	1695	1016	1123	1040	538	1175	987	803
ARHGEF10	1261	820	925	822	515	730	597	479
ARHGEF10L	808	498	588	595	319	529	476	373
ARHGEF11	3057	1674	1977	1848	992	2159	1919	1451
ARHGEF12	7971	4795	6089	5132	3340	5856	5202	3937
ARHGEF15	2	0	1	0	1	3	4	3
ARHGEF16	282	178	356	342	186	385	335	266
ARHGEF17	749	501	674	758	335	600	564	406
ARHGEF18	2105	1152	1360	1386	721	1409	1180	977
ARHGEF19	116	75	104	113	46	137	118	105
ARHGEF2	3479	2160	2999	2960	1559	2209	1981	1615
ARHGEF25	760	538	919	927	454	828	658	607
ARHGEF26	1420	827	936	921	508	806	714	563
ARHGEF26-AS1	17	9	16	28	15	16	16	15
ARHGEF3	896	481	702	653	426	628	567	438
ARHGEF33	28	18	25	24	14	15	18	16
ARHGEF35	52	29	52	40	31	64	48	39
ARHGEF37	221	132	288	230	157	224	206	155
ARHGEF38	0	0	0	0	0	0	0	0
ARHGEF4	172	101	191	188	91	119	118	77
ARHGEF40	647	489	898	791	437	504	516	377
ARHGEF5	295	176	323	267	186	299	224	156
ARHGEF6	589	414	810	710	491	500	468	393
ARHGEF7	2385	1486	1812	1553	883	1870	1659	1187
ARHGEF9	1092	735	827	826	473	614	560	418
ARID1A	10109	5688	6619	5696	2931	6051	5181	4055
ARID1B	3605	2094	1976	1797	988	2488	2202	1663
ARID2	2771	1676	1928	1644	1113	2126	1867	1359
ARID3A	1168	705	789	791	437	985	916	666
ARID3B	2717	1722	1850	1774	964	2227	1799	1511
ARID3C	11	6	12	6	3	4	2	9
ARID4A	1509	851	1207	1055	643	908	779	566
ARID4B	4318	2484	3191	2791	1970	2390	2105	1515
ARID5A	997	553	619	527	298	517	427	342
ARID5B	1282	713	1056	930	609	923	738	598
ARIH1	5126	3009	4224	3743	2364	3273	2730	2148
ARIH2	5210	3033	4058	3801	2123	4427	3642	2927
ARL1	3270	1931	2399	2094	1361	2144	1973	1423
ARL10	653	431	716	622	404	584	534	415
ARL11	11	3	13	16	6	19	18	11
ARL13A	0	0	0	1	0	0	0	0
ARL13B	2037	1314	1658	1416	1070	1114	863	678
ARL14	23	11	17	11	10	9	6	4
ARL15	617	400	701	632	425	648	561	415
ARL16	1843	1148	1259	1202	594	1283	1078	870
ARL17A	649	424	660	622	336	558	459	392
ARL17B	0	0	0	0	0	0	0	0
ARL2	1472	873	1050	1044	443	1073	860	695
ARL2-SNX15	0	0	1	1	0	0	0	0
ARL2BP	2862	1666	1488	1332	763	1945	1644	1233
ARL3	1112	655	880	896	467	991	854	686
ARL4A	704	425	598	527	352	493	431	325
ARL4C	1702	1028	1583	1557	842	1409	1175	972
ARL4D	527	287	467	467	206	396	335	269
ARL5A	2889	1776	1996	1644	1162	2295	2023	1372
ARL5B	4309	2674	3301	2799	2215	2702	2322	1677
ARL5C	0	0	0	0	0	0	0	0
ARL6	462	300	364	377	263	312	296	217
ARL6IP1	11444	6399	5807	5285	3129	6528	5572	4174
ARL6IP4	2527	1560	2273	2220	1098	2073	1694	1410
ARL6IP5	3322	2010	2655	2346	1536	2688	2477	1748
ARL6IP6	1606	930	1503	1390	855	1125	1066	758
ARL8A	1049	645	915	928	453	944	805	650
ARL8B	4207	2473	2958	2728	1684	3260	2778	1989
ARL9	27	13	8	10	1	14	6	3
ARMC1	1625	906	1397	1273	831	1363	1146	905
ARMC10	957	596	700	643	429	664	530	394
ARMC12	16	8	12	21	2	10	6	11
ARMC2	228	146	188	191	128	195	189	140
ARMC3	17	18	33	32	17	32	22	15
ARMC4	303	208	364	353	211	308	264	217
ARMC5	544	307	308	268	141	384	300	265
ARMC6	2030	1175	1283	1158	585	1736	1406	1071
ARMC7	1015	530	581	604	299	727	581	415
ARMC8	2865	1719	1793	1692	1009	1758	1521	1185
ARMC9	415	274	342	307	160	374	310	232
ARMCX1	25	14	31	29	20	33	24	19
ARMCX2	510	322	384	342	225	406	324	225
ARMCX3	6766	4151	5128	4649	3059	4037	3467	2652
ARMCX4	698	445	501	408	301	497	394	326
ARMCX5	1165	684	1151	992	653	885	789	571
ARMCX5-GPRASP2	46	37	42	45	27	45	35	31
ARMCX6	986	592	567	506	273	591	472	353
ARMS2	2	0	0	0	0	0	1	0
ARNT	2173	1420	2309	2075	1300	2486	2139	1692
ARNT2	906	552	755	648	348	854	806	634
ARNTL	704	373	572	472	284	412	319	254
ARNTL2	1491	863	1057	980	630	1180	1052	773
ARPC1A	3798	2081	2289	2174	1247	2641	2141	1729
ARPC1B	887	521	747	789	350	614	487	396
ARPC2	6350	3593	4470	4191	2222	4100	3551	2721
ARPC3	2271	1370	1646	1520	880	1809	1514	1217
ARPC4	2189	1170	1043	894	461	1330	1079	893
ARPC4-TTLL3	0	2	0	0	0	0	0	0
ARPC5	4535	2633	3535	3087	1887	3498	2943	2300
ARPC5L	2009	1166	1547	1520	927	1498	1313	979
ARPM1	179	101	99	87	61	151	128	88
ARPP19	8580	5076	7105	6471	3856	7420	6423	4748
ARPP21	0	0	0	0	0	0	0	0
ARR3	1	0	0	0	0	0	1	1
ARRB1	828	535	704	657	355	698	604	476
ARRB2	1927	1232	1818	1719	855	1735	1474	1219
ARRDC1	375	274	356	396	173	389	355	296
ARRDC2	437	293	354	339	161	295	275	204
ARRDC3	2711	1433	3433	2910	2080	1442	1352	1034
ARRDC4	3177	2079	4148	3902	2668	2625	2319	1734
ARRDC5	0	0	0	0	0	0	0	0
ARSA	543	420	576	619	293	473	429	354
ARSB	847	471	396	382	210	501	368	293
ARSD	5	1	1	2	0	1	1	0
ARSE	200	126	158	155	86	122	106	89
ARSF	0	0	0	1	0	0	0	0
ARSG	264	181	228	208	124	204	167	150
ARSH	0	0	0	0	0	0	0	0
ARSI	0	0	2	1	1	2	1	0
ARSJ	152	101	152	135	82	134	107	69
ARSK	879	560	635	547	375	457	366	321
ART1	0	0	0	0	0	0	0	0
ART3	1	0	0	1	1	1	0	0
ART4	0	0	0	0	0	0	0	0
ART5	77	44	113	107	63	67	70	68
ARTN	31	22	47	50	23	47	41	33
ARV1	2105	1283	1375	1250	668	1424	1173	901
ARVCF	739	464	741	739	352	522	454	464
ARX	11	5	10	12	6	7	10	5
AS3MT	0	5	0	5	3	6	3	1
ASAH1	1999	1240	1368	1196	755	1529	1171	965
ASAH2	0	0	0	1	0	0	1	0
ASAH2B	7	6	7	9	5	7	9	5
ASAP1	4855	2797	3659	3281	1952	3908	3431	2565
ASAP1-IT1	0	0	0	0	0	0	0	0
ASAP2	1551	861	1217	1107	734	1383	1293	929
ASAP3	632	390	641	627	297	411	327	332
ASB1	1812	1059	1697	1583	945	1268	1135	902
ASB10	0	0	1	0	0	0	0	0
ASB11	30	15	33	39	22	12	21	18
ASB12	4	4	3	8	6	9	7	4
ASB13	816	496	756	750	376	614	586	460
ASB14	9	6	3	6	1	8	4	0
ASB15	1	0	0	0	0	1	0	0
ASB16	6	3	6	6	2	6	4	3
ASB17	0	0	0	0	0	0	0	0
ASB18	0	0	0	1	0	0	0	0
ASB2	0	4	1	2	0	2	1	0
ASB3	146	76	123	103	55	97	76	68
ASB4	1	1	1	3	0	1	2	3
ASB5	8	1	9	7	7	4	7	4
ASB6	1926	1026	1354	1192	647	1440	1119	865
ASB7	1660	976	1292	1180	760	1256	1074	853
ASB8	1405	846	1024	859	523	960	728	592
ASB9	34	25	52	51	29	68	52	36
